country,year,GDP_Growth_Rate_pct,Inflation_Rate_pct,Unemployment_Rate_pct,Current_Account_Balance_USD_bn,Gross_Govt_Debt_pct_GDP,GDP_Current_Prices_USD_bn
LVA,1995,-2.1,25.0,7.0,-0.016,,5.242
LVA,1996,2.3,17.6,20.7,-0.28,,5.799
LVA,1997,9.2,8.1,15.2,-0.345,,6.351
LVA,1998,6.6,4.3,14.0,-0.65,9.8,6.977
LVA,1999,2.8,2.1,14.1,-0.544,14.8,7.325
LVA,2000,5.8,2.6,14.3,-0.374,15.1,7.765
LVA,2001,6.5,2.5,13.5,-0.628,17.8,8.192
LVA,2002,7.7,2.0,12.5,-0.619,15.4,9.256
LVA,2003,8.4,2.9,11.7,-0.915,15.4,11.249
LVA,2004,8.7,6.2,11.7,-1.767,15.3,13.831
LVA,2005,11.6,6.9,10.0,-2.007,12.5,16.332
LVA,2006,12.8,6.6,7.0,-4.484,10.7,20.453
LVA,2007,10.4,10.1,6.1,-6.426,9.0,29.463
LVA,2008,-3.4,15.3,7.8,-4.416,19.3,34.296
LVA,2009,-16.0,3.3,17.6,2.028,37.6,25.758
LVA,2010,-3.7,-1.2,19.5,0.407,48.2,23.509
LVA,2011,3.0,4.2,16.2,-0.945,46.8,26.832
LVA,2012,7.3,2.3,15.0,-1.051,44.4,27.136
LVA,2013,2.1,0.0,11.9,-0.843,41.8,29.157
LVA,2014,2.1,0.7,10.8,-0.444,43.1,30.285
LVA,2015,3.8,0.2,9.9,-0.028,38.3,26.347
LVA,2016,2.6,0.1,9.6,0.482,41.7,27.11
LVA,2017,3.4,2.9,8.7,0.433,40.3,29.381
LVA,2018,4.3,2.6,7.4,-0.131,38.3,33.263
LVA,2019,0.7,2.7,6.3,-0.057,37.9,33.103
LVA,2020,-3.5,0.1,8.1,1.013,44.0,33.353
LVA,2021,6.9,3.2,7.6,-1.554,45.9,38.209
LVA,2022,1.8,17.2,6.9,-2.08,44.4,38.045
LVA,2023,2.9,9.1,6.5,-1.634,44.6,42.584
LVA,2024,-0.4,1.3,6.9,-0.682,46.8,43.508
LVA,2025,1.0,3.8,6.7,-1.013,47.1,47.88
LVA,2026,2.2,2.6,6.6,-1.204,47.4,52.248
LVA,2027,2.4,2.8,6.6,-1.339,49.0,55.114
LVA,2028,2.4,2.2,6.5,-1.53,50.4,57.86
LVA,2029,2.4,2.2,6.5,-1.598,51.9,60.722
LVA,2030,2.4,2.2,6.4,-1.592,53.5,63.664
LBN,1980,1.5,23.9,,-0.139,,4.02
LBN,1981,0.5,19.3,,-0.746,,3.843
LBN,1982,-36.8,18.6,,0.991,,2.621
LBN,1983,22.7,7.2,,-1.177,,3.611
LBN,1984,44.5,17.6,,-1.159,,4.269
LBN,1985,24.3,69.4,,-0.491,,3.566
LBN,1986,-6.8,95.4,,-0.21,,2.78
LBN,1987,16.7,487.2,,-0.2,,3.254
LBN,1988,-28.2,155.0,,-0.709,,3.269
LBN,1989,-42.2,72.2,,-0.603,,2.682
LBN,1990,-13.4,68.9,,-1.098,,2.801
LBN,1991,38.2,50.1,8.6,-2.524,,4.392
LBN,1992,4.5,99.8,8.3,-2.765,,5.472
LBN,1993,7.0,24.7,8.3,-0.46,,7.435
LBN,1994,8.0,8.2,8.4,-0.562,,8.988
LBN,1995,6.5,10.3,8.4,-1.071,,10.971
LBN,1996,4.0,8.9,8.4,-1.317,,12.824
LBN,1997,10.2,7.7,8.6,-5.036,,15.535
LBN,1998,3.9,4.5,8.6,-5.104,,17.059
LBN,1999,-0.8,0.2,8.7,-3.328,,17.174
LBN,2000,1.1,-0.4,8.6,-2.996,148.1,17.018
LBN,2001,3.9,-0.4,8.5,-3.418,163.1,17.361
LBN,2002,3.4,1.8,8.2,-4.528,163.1,18.837
LBN,2003,1.7,1.3,8.1,-4.955,171.3,19.486
LBN,2004,7.5,1.7,7.9,-3.092,169.5,21.16
LBN,2005,2.7,-1.4,8.2,-1.589,178.9,21.497
LBN,2006,1.5,4.1,8.7,-1.149,183.3,22.023
LBN,2007,9.3,4.1,9.0,-1.6,169.3,24.827
LBN,2008,9.1,10.7,7.7,-4.293,161.5,29.119
LBN,2009,10.2,1.2,6.4,-7.039,144.5,35.4
LBN,2010,8.0,4.0,6.8,-6.976,136.8,38.444
LBN,2011,0.9,5.0,7.3,-5.524,134.4,39.927
LBN,2012,2.5,6.6,7.9,-10.317,131.1,44.017
LBN,2013,3.8,5.6,8.5,-11.96,135.4,46.88
LBN,2014,2.5,1.1,8.8,-12.615,138.4,48.095
LBN,2015,0.5,-3.8,9.3,-8.542,140.8,49.929
LBN,2016,1.6,-0.8,9.8,-10.474,146.4,51.15
LBN,2017,0.9,4.5,10.3,-12.134,150.0,53.03
LBN,2018,-1.9,6.1,10.7,-13.367,155.1,54.9
LBN,2019,-6.8,2.9,11.3,-11.078,172.1,50.928
LBN,2020,-24.6,84.9,13.3,-2.779,148.7,24.976
LBN,2021,2.0,154.8,12.7,-4.556,358.2,19.782
LBN,2022,1.0,171.2,11.6,-7.426,244.6,24.748
LBN,2023,-0.7,221.3,11.5,-5.881,192.8,23.607
LBN,2024,-7.5,45.2,,-5.565,163.8,28.28
LSO,1980,-0.8,19.6,,-0.039,,0.428
LSO,1981,3.1,11.9,,-0.052,,0.435
LSO,1982,5.6,14.4,,0.133,,0.362
LSO,1983,3.0,15.1,,0.17,,0.401
LSO,1984,4.8,11.6,,0.174,,0.36
LSO,1985,3.0,15.0,,0.147,,0.288
LSO,1986,3.8,15.7,,0.162,,0.331
LSO,1987,2.7,12.0,,0.218,,0.434
LSO,1988,7.9,12.4,,0.082,23.3,0.496
LSO,1989,6.0,14.7,,0.087,25.5,0.519
LSO,1990,6.4,12.0,,0.183,18.0,0.635
LSO,1991,7.5,17.3,,-0.238,11.9,0.743
LSO,1992,6.1,18.1,,-0.164,64.4,0.863
LSO,1993,4.0,10.7,,-0.074,71.2,0.865
LSO,1994,5.2,8.3,,-0.063,67.0,0.915
LSO,1995,4.1,9.7,,-0.176,62.8,1.032
LSO,1996,4.8,8.9,,-0.221,71.6,0.977
LSO,1997,3.3,8.4,,-0.283,65.7,1.027
LSO,1998,1.3,8.2,,-0.146,79.4,0.949
LSO,1999,1.4,7.8,,-0.217,83.0,0.937
LSO,2000,4.0,6.1,,-0.041,88.5,0.922
LSO,2001,3.3,8.0,,0.048,108.7,0.774
LSO,2002,2.4,12.2,,0.054,79.6,0.856
LSO,2003,4.2,6.3,,-0.037,52.6,1.256
LSO,2004,2.1,4.6,,0.08,49.4,1.598
LSO,2005,3.3,3.6,,0.082,41.0,1.73
LSO,2006,4.2,6.3,,0.24,43.7,1.72
LSO,2007,4.2,9.2,,0.288,49.6,1.759
LSO,2008,3.8,10.7,,0.243,47.0,1.652
LSO,2009,0.4,5.8,,-0.073,35.9,1.937
LSO,2010,5.1,3.3,,-0.315,33.8,2.356
LSO,2011,5.1,6.0,,-0.467,36.2,2.571
LSO,2012,5.1,5.5,,-0.31,39.8,2.465
LSO,2013,1.8,5.0,,-0.217,41.2,2.345
LSO,2014,2.1,4.6,,-0.2,41.5,2.477
LSO,2015,3.2,4.3,,-0.149,45.8,2.202
LSO,2016,1.9,6.2,,-0.225,41.5,2.206
LSO,2017,-2.7,4.5,,-0.17,41.0,2.424
LSO,2018,-1.5,4.7,,-0.173,48.2,2.472
LSO,2019,-2.9,4.9,,-0.147,58.2,2.323
LSO,2020,-5.3,5.4,,-0.119,54.7,2.092
LSO,2021,1.9,6.5,,-0.222,58.0,2.445
LSO,2022,2.0,8.2,,-0.319,64.4,2.275
LSO,2023,2.1,6.5,,-0.019,61.5,2.215
LSO,2024,2.2,5.2,,0.052,56.8,2.298
LSO,2025,1.4,4.5,,-0.093,57.1,2.39
LSO,2026,1.1,4.8,,-0.061,57.1,2.474
LSO,2027,0.8,5.0,,-0.068,57.4,2.535
LSO,2028,1.4,4.9,,-0.091,57.3,2.629
LSO,2029,1.5,4.8,,-0.064,57.3,2.714
LSO,2030,1.5,4.8,,-0.032,57.4,2.885
LBR,2001,2.8,12.1,,-0.087,465.2,0.904
LBR,2002,4.4,14.2,,-0.026,463.6,0.943
LBR,2003,-29.0,10.3,,-0.1,600.1,0.714
LBR,2004,4.0,3.6,,-0.055,543.4,0.897
LBR,2005,5.9,6.9,,0.021,488.5,0.944
LBR,2006,8.5,9.5,,-0.082,451.0,1.109
LBR,2007,13.1,11.4,,-0.021,366.8,1.344
LBR,2008,6.1,17.5,,-0.505,235.3,1.676
LBR,2009,5.2,7.4,,-0.232,132.2,1.765
LBR,2010,6.4,7.3,,0.021,25.4,1.966
LBR,2011,7.7,8.5,,-0.058,22.5,2.34
LBR,2012,8.4,6.8,,-0.558,20.5,2.675
LBR,2013,8.8,7.6,,-0.268,20.6,3.044
LBR,2014,0.7,9.9,,-1.06,24.3,3.09
LBR,2015,0.0,7.7,,-0.881,24.8,3.092
LBR,2016,-1.6,8.8,,-0.748,28.6,3.256
LBR,2017,2.5,12.4,,-0.74,31.8,3.321
LBR,2018,1.2,23.5,,-0.696,37.1,3.264
LBR,2019,-2.5,27.0,,-0.605,48.6,3.08
LBR,2020,-3.0,17.0,,-0.497,58.7,3.037
LBR,2021,5.0,7.8,,-0.617,53.3,3.509
LBR,2022,4.8,7.6,,-0.778,54.3,3.974
LBR,2023,4.6,10.1,,-1.106,57.8,4.39
LBR,2024,4.0,8.2,,-0.521,57.2,4.778
LBR,2025,4.6,9.8,,-0.681,55.7,5.182
LBR,2026,5.4,7.7,,-0.661,54.2,5.594
LBR,2027,5.6,6.6,,-0.676,53.2,5.971
LBR,2028,5.9,5.8,,-0.801,51.8,6.367
LBR,2029,5.5,5.3,,-0.84,50.5,6.796
LBR,2030,5.5,5.1,,-0.894,48.0,7.276
LBY,1980,0.6,14.3,,8.215,,40.19
LBY,1981,-20.0,13.2,,-3.963,,34.72
LBY,1982,1.5,13.8,,-1.579,,34.616
LBY,1983,-4.7,10.5,,-1.643,,32.988
LBY,1984,-8.3,12.4,,-1.468,,30.89
LBY,1985,0.6,9.1,,1.906,,30.384
LBY,1986,-11.4,3.4,,-0.166,,24.756
LBY,1987,-14.7,4.4,,-1.043,,23.009
LBY,1988,7.6,3.1,,-1.826,,25.87
LBY,1989,7.2,4.5,,-1.026,,27.446
LBY,1990,3.7,0.7,,2.147,,31.627
LBY,1991,18.3,11.7,,0.432,,34.995
LBY,1992,-4.5,9.4,,1.791,,35.459
LBY,1993,-5.5,7.5,,-0.844,,31.912
LBY,1994,3.2,10.7,,0.151,,29.719
LBY,1995,-15.4,8.3,,0.948,,33.739
LBY,1996,1.8,4.0,,-0.08,,36.827
LBY,1997,-2.6,3.6,,-0.109,,37.702
LBY,1998,-0.7,3.7,,-0.558,,30.921
LBY,1999,-0.2,2.6,,0.981,,37.129
LBY,2000,4.0,-2.9,,5.238,,39.498
LBY,2001,2.6,-8.8,,2.26,,35.206
LBY,2002,-3.7,-9.9,,-1.486,,21.128
LBY,2003,16.1,-2.1,,-2.127,,27.026
LBY,2004,5.8,1.3,,7.031,,34.054
LBY,2005,10.6,2.7,,17.425,,48.852
LBY,2006,0.3,1.5,,28.093,,60.094
LBY,2007,6.2,6.2,,29.825,,68.211
LBY,2008,-0.2,10.4,,37.083,,86.804
LBY,2009,-4.4,2.4,,9.38,,60.767
LBY,2010,5.0,2.5,,14.578,,75.381
LBY,2011,-50.3,15.9,,3.173,,48.17
LBY,2012,86.8,6.1,,23.837,,92.542
LBY,2013,-18.0,2.6,,0.01,,75.355
LBY,2014,-23.0,2.4,,-19.001,,57.384
LBY,2015,-0.8,10.0,,-9.205,,48.718
LBY,2016,-1.5,25.9,,-4.704,,49.913
LBY,2017,32.5,25.8,,4.414,,67.153
LBY,2018,7.9,13.2,,11.274,,76.682
LBY,2019,-11.2,-2.2,,4.639,,69.237
LBY,2020,-29.5,1.4,,-4.789,,46.893
LBY,2021,28.3,2.9,,5.682,,35.216
LBY,2022,-8.3,4.5,,10.031,,43.281
LBY,2023,10.2,2.4,,8.031,,43.958
LBY,2024,1.9,2.1,,-2.022,,48.363
LBY,2025,15.6,1.8,,0.451,,47.941
LBY,2026,4.2,1.6,,0.293,,49.164
LBY,2027,2.3,1.6,,0.231,,51.158
LBY,2028,1.7,1.6,,0.22,,53.138
LBY,2029,1.9,1.6,,0.209,,55.463
LBY,2030,2.2,1.6,,0.246,,57.857
LIE,2001,-0.8,1.0,2.4,,,2.708
LIE,2002,-0.6,0.6,2.7,,,2.906
LIE,2003,-2.7,0.6,3.4,,,3.311
LIE,2004,3.8,0.8,3.5,,,3.735
LIE,2005,5.3,1.2,3.7,,,3.964
LIE,2006,7.9,1.1,3.2,,,4.338
LIE,2007,7.9,0.7,3.2,,,5.006
LIE,2008,-2.1,2.4,2.6,,,5.512
LIE,2009,-11.8,-0.5,3.3,,,4.858
LIE,2010,5.0,0.7,3.4,,,5.503
LIE,2011,-4.1,0.2,3.5,,0.4,6.197
LIE,2012,-0.1,-0.7,3.3,,0.5,5.866
LIE,2013,5.5,-0.2,3.6,,0.4,6.392
LIE,2014,3.6,0.0,4.0,0.448,0.5,6.658
LIE,2015,0.2,-1.1,3.8,0.309,0.5,6.269
LIE,2016,2.4,-0.4,3.2,1.815,0.4,6.237
LIE,2017,6.4,0.5,2.4,2.011,0.6,6.474
LIE,2018,3.5,0.9,2.6,1.606,0.5,6.693
LIE,2019,-2.2,0.4,2.5,1.033,0.6,6.437
LIE,2020,-5.3,-0.7,3.0,1.132,0.5,6.405
LIE,2021,18.7,0.6,2.9,1.345,0.5,7.913
LIE,2022,-5.5,2.8,2.5,1.057,0.5,7.378
LIE,2023,4.8,2.1,2.8,1.286,0.5,8.286
LIE,2024,1.5,1.1,2.7,1.245,0.5,8.5
LIE,2025,1.0,0.1,2.7,1.248,0.5,9.424
LIE,2026,1.5,0.6,2.7,1.302,0.5,10.116
LIE,2027,2.0,0.7,2.7,1.326,0.5,10.586
LIE,2028,2.0,0.7,2.7,1.363,0.5,11.07
LIE,2029,2.0,0.7,2.7,1.401,0.5,11.575
LIE,2030,2.0,0.7,2.7,1.436,0.5,12.119
LTU,1996,5.2,23.1,,-0.723,,8.44
LTU,1997,8.3,8.7,,-0.981,,10.159
LTU,1998,7.7,5.4,,-1.298,21.7,11.284
LTU,1999,-1.1,1.4,14.6,-1.194,28.0,11.017
LTU,2000,3.4,1.1,16.4,-0.675,23.5,11.541
LTU,2001,6.6,1.5,17.4,-0.574,22.9,12.26
LTU,2002,6.5,0.3,13.7,-0.734,22.1,14.283
LTU,2003,10.5,-1.1,12.4,-1.278,20.4,18.801
LTU,2004,6.3,1.2,10.9,-1.724,18.6,22.71
LTU,2005,8.2,2.7,8.3,-1.929,17.6,26.118
LTU,2006,7.3,3.8,5.8,-3.207,17.3,30.138
LTU,2007,11.1,5.8,4.2,-6.096,15.9,39.765
LTU,2008,2.2,11.1,5.8,-6.353,14.6,48.004
LTU,2009,-14.5,4.2,13.8,0.763,27.9,37.591
LTU,2010,0.3,1.2,17.8,0.081,36.7,36.693
LTU,2011,6.3,4.1,15.4,-1.6,37.5,43.201
LTU,2012,4.4,3.2,13.4,-0.675,39.9,42.736
LTU,2013,4.1,1.2,11.8,0.784,38.9,46.321
LTU,2014,3.8,0.2,10.7,1.74,40.7,48.388
LTU,2015,2.8,-0.7,9.1,-1.041,42.6,41.548
LTU,2016,2.6,0.7,7.9,-0.433,40.0,42.952
LTU,2017,4.7,3.7,7.1,0.49,39.3,47.745
LTU,2018,4.8,2.5,6.1,0.194,33.3,54.294
LTU,2019,4.7,2.2,6.3,2.071,35.6,55.132
LTU,2020,0.0,1.1,8.5,4.134,45.9,57.352
LTU,2021,6.4,4.6,7.1,0.972,43.3,67.068
LTU,2022,2.5,18.9,6.0,-4.336,38.1,71.082
LTU,2023,0.4,8.7,6.9,0.877,37.3,79.824
LTU,2024,2.7,0.9,7.1,2.099,38.2,84.847
LTU,2025,2.7,3.6,6.6,1.983,41.8,95.274
LTU,2026,2.9,3.1,6.1,2.249,45.9,104.651
LTU,2027,2.1,2.5,6.0,2.456,49.2,109.192
LTU,2028,2.5,2.5,5.9,2.547,51.1,114.332
LTU,2029,2.5,2.5,5.9,2.578,52.9,119.919
LTU,2030,2.5,2.5,5.9,2.575,54.5,125.875
LUX,1980,3.2,6.3,0.7,,,6.434
LUX,1981,0.8,8.1,1.0,,,5.549
LUX,1982,1.0,9.4,1.3,,,4.557
LUX,1983,1.9,8.7,1.6,,,4.473
LUX,1984,4.7,5.6,1.7,,,4.385
LUX,1985,5.6,4.1,1.7,,,4.544
LUX,1986,10.0,0.3,1.5,,,6.611
LUX,1987,4.0,-0.1,1.7,,,8.211
LUX,1988,8.5,1.4,1.5,,,9.301
LUX,1989,9.8,3.4,1.4,,,9.903
LUX,1990,5.3,3.7,1.3,,,12.628
LUX,1991,8.6,3.1,1.4,,,13.683
LUX,1992,1.8,3.2,1.6,,,15.328
LUX,1993,4.2,3.6,2.1,,,15.714
LUX,1994,3.8,2.2,2.7,,,17.487
LUX,1995,1.4,1.9,3.0,2.473,10.3,20.571
LUX,1996,1.5,1.2,3.2,2.367,10.2,20.464
LUX,1997,5.9,1.4,3.3,1.839,10.1,18.428
LUX,1998,6.5,1.0,3.1,1.648,9.5,19.263
LUX,1999,8.4,1.0,2.9,2.272,8.4,21.089
LUX,2000,8.4,3.8,2.4,2.688,7.5,21.24
LUX,2001,3.1,2.4,2.2,1.77,7.6,21.388
LUX,2002,3.2,2.1,2.5,1.798,7.4,23.633
LUX,2003,2.6,2.5,3.3,2.119,7.4,29.66
LUX,2004,4.2,3.2,3.7,2.479,7.8,35.049
LUX,2005,2.5,3.8,4.1,2.615,8.0,37.693
LUX,2006,6.0,3.0,4.2,2.85,8.2,42.912
LUX,2007,8.1,2.7,4.2,3.379,8.1,51.594
LUX,2008,-0.3,4.1,4.1,3.606,14.6,58.838
LUX,2009,-3.2,0.0,5.5,3.147,15.3,54.408
LUX,2010,3.8,2.8,5.8,3.251,19.1,56.26
LUX,2011,1.0,3.7,5.7,3.479,18.5,61.685
LUX,2012,1.6,2.9,6.1,2.985,20.8,59.814
LUX,2013,3.2,1.7,6.8,2.566,22.4,65.204
LUX,2014,2.6,0.7,7.1,2.818,21.9,68.822
LUX,2015,2.3,0.1,6.6,3.367,21.1,60.078
LUX,2016,5.0,0.0,6.3,4.603,19.6,62.2
LUX,2017,1.3,2.1,5.8,4.233,21.8,65.689
LUX,2018,1.6,2.0,5.1,5.912,20.9,71.118
LUX,2019,2.7,1.7,5.4,5.96,22.3,69.88
LUX,2020,-0.5,0.0,6.4,3.62,24.5,73.612
LUX,2021,6.9,3.5,5.7,5.546,24.2,86.444
LUX,2022,-1.1,8.1,4.8,5.223,24.9,80.865
LUX,2023,0.1,2.9,5.2,4.894,24.7,88.815
LUX,2024,0.4,2.3,5.8,6.391,26.3,93.252
LUX,2025,1.2,2.3,6.1,12.241,27.1,100.642
LUX,2026,2.1,2.2,6.2,13.413,28.1,107.758
LUX,2027,2.3,2.0,6.1,13.484,28.6,112.169
LUX,2028,2.2,2.0,5.9,13.895,29.4,116.867
LUX,2029,2.1,2.0,5.8,14.518,30.1,121.716
LUX,2030,2.1,2.0,5.7,15.189,30.6,126.829
MAC,2002,8.9,-2.6,6.3,2.324,0.0,7.372
MAC,2003,11.6,-1.6,6.1,2.525,0.0,8.247
MAC,2004,26.6,1.0,4.9,3.507,0.0,10.643
MAC,2005,8.1,4.4,4.2,2.876,0.0,12.16
MAC,2006,13.4,5.2,3.8,2.215,0.0,14.874
MAC,2007,14.5,5.6,3.1,3.999,0.0,18.44
MAC,2008,3.4,8.6,3.0,3.272,0.0,21.027
MAC,2009,1.3,1.2,3.6,5.947,0.0,21.588
MAC,2010,25.1,2.8,2.8,10.992,0.0,28.242
MAC,2011,21.6,5.8,2.6,14.879,0.0,36.844
MAC,2012,9.2,6.1,2.0,16.772,0.0,43.19
MAC,2013,10.8,5.5,1.9,20.272,0.0,51.536
MAC,2014,-2.0,6.0,1.7,17.956,0.0,54.903
MAC,2015,-21.5,4.6,1.8,10.515,0.0,45.048
MAC,2016,-0.7,2.4,1.9,11.954,0.0,45.071
MAC,2017,9.9,1.2,2.0,15.501,0.0,50.384
MAC,2018,6.4,3.0,1.8,18.146,0.0,55.191
MAC,2019,-2.6,2.8,1.7,18.476,0.0,55.082
MAC,2020,-54.3,0.8,2.6,3.752,0.0,25.344
MAC,2021,23.5,0.0,3.0,2.705,0.0,30.969
MAC,2022,-19.6,1.0,3.7,3.476,0.0,24.998
MAC,2023,75.1,0.9,2.7,14.38,0.0,45.802
MAC,2024,8.8,0.7,1.8,17.952,0.0,50.182
MAC,2025,2.6,0.5,1.7,18.601,0.0,52.379
MAC,2026,2.8,1.2,1.7,19.156,0.0,54.935
MAC,2027,3.2,1.8,1.7,19.859,0.0,57.762
MAC,2028,3.1,2.0,1.7,20.626,0.0,60.623
MAC,2029,3.1,2.1,1.7,21.473,0.0,63.729
MAC,2030,3.0,2.2,1.7,22.2,0.0,66.877
MDG,1980,0.8,18.3,,-0.556,,5.202
MDG,1981,-9.8,30.5,,-0.363,,4.759
MDG,1982,-1.9,31.9,,-0.299,,4.785
MDG,1983,0.9,19.5,,-0.247,,4.686
MDG,1984,1.8,9.7,,-0.193,,3.906
MDG,1985,1.2,10.6,,-0.184,,3.803
MDG,1986,2.0,14.5,,-0.143,,4.348
MDG,1987,1.2,15.5,,-0.141,,3.213
MDG,1988,3.4,26.3,,-0.15,,3.189
MDG,1989,4.1,9.0,,-0.084,,3.176
MDG,1990,3.1,11.9,,-0.265,92.7,3.931
MDG,1991,-6.3,8.5,,-0.23,113.8,3.255
MDG,1992,1.2,14.6,,-0.198,110.9,3.715
MDG,1993,2.1,10.0,,-0.258,105.2,4.063
MDG,1994,0.0,39.0,,-0.277,96.0,3.522
MDG,1995,1.7,49.0,,-0.276,95.8,3.838
MDG,1996,2.2,19.8,,-0.153,98.7,4.932
MDG,1997,3.7,4.5,,-0.202,89.7,4.263
MDG,1998,3.9,6.2,,-0.289,108.5,4.402
MDG,1999,4.7,7.2,,-0.225,104.1,4.278
MDG,2000,4.5,11.6,,-0.26,90.2,4.629
MDG,2001,6.0,7.9,,-0.14,82.1,5.438
MDG,2002,-12.4,16.5,,-0.477,86.7,5.352
MDG,2003,9.8,-1.7,,-0.328,85.9,6.372
MDG,2004,5.3,14.0,,-0.399,81.9,5.065
MDG,2005,4.8,18.4,,-0.734,74.4,5.859
MDG,2006,5.4,10.8,,-0.586,32.2,6.396
MDG,2007,5.7,10.3,,-0.843,28.2,8.525
MDG,2008,6.7,9.3,,-1.677,31.0,10.725
MDG,2009,-4.0,9.0,,-1.748,34.9,9.617
MDG,2010,0.6,9.2,,-0.893,32.3,9.983
MDG,2011,1.6,9.5,,-0.777,29.9,11.552
MDG,2012,3.0,5.7,,-0.864,30.4,11.579
MDG,2013,2.3,5.8,,-0.808,36.2,12.424
MDG,2014,3.3,6.1,,-0.034,37.8,12.523
MDG,2015,3.1,7.4,,-0.184,44.1,11.323
MDG,2016,4.0,6.1,,0.057,40.3,11.849
MDG,2017,3.9,8.6,,-0.056,40.1,13.176
MDG,2018,3.2,8.6,,0.099,42.9,13.76
MDG,2019,4.4,5.6,,-0.323,41.3,14.105
MDG,2020,-7.1,4.2,,-0.701,52.9,13.051
MDG,2021,4.7,5.8,,-0.707,49.4,14.355
MDG,2022,4.2,8.2,,-0.822,49.9,15.326
MDG,2023,4.2,9.9,,-0.644,52.7,15.87
MDG,2024,4.2,7.6,,-0.932,50.3,17.421
MDG,2025,3.8,8.4,,-1.163,49.7,19.377
MDG,2026,4.3,7.2,,-1.381,50.9,21.091
MDG,2027,4.9,6.4,,-1.369,51.4,22.957
MDG,2028,4.9,6.0,,-1.354,51.6,25.38
MDG,2029,5.0,6.0,,-1.427,51.7,28.045
MDG,2030,5.0,6.0,,-1.542,49.5,30.993
MWI,1980,0.4,19.2,,-0.26,,3.022
MWI,1981,-5.2,12.0,,-0.146,,3.022
MWI,1982,2.5,9.5,,-0.112,,2.881
MWI,1983,3.7,13.8,,-0.131,,2.986
MWI,1984,5.4,19.7,,-0.042,,2.949
MWI,1985,4.6,10.6,,-0.126,,2.762
MWI,1986,-0.2,14.2,,-0.085,,2.883
MWI,1987,1.6,25.1,,-0.061,,2.834
MWI,1988,3.2,33.8,,-0.087,,3.258
MWI,1989,1.3,12.5,,-0.051,,3.715
MWI,1990,5.7,11.9,,-0.086,,4.222
MWI,1991,8.7,8.2,,-0.228,,5.38
MWI,1992,-7.3,23.2,,-0.285,,4.394
MWI,1993,9.7,22.8,,-0.166,,5.056
MWI,1994,-10.3,34.7,,-0.181,,2.93
MWI,1995,13.8,83.1,,-0.078,,3.412
MWI,1996,10.0,37.7,,-0.147,,5.569
MWI,1997,6.6,9.1,,-0.276,,6.504
MWI,1998,1.1,29.8,,-0.004,,4.275
MWI,1999,3.5,44.8,,-0.158,,4.336
MWI,2000,0.8,29.6,,-0.073,,4.257
MWI,2001,-4.1,22.7,,-0.06,,4.178
MWI,2002,1.8,14.7,,-0.473,101.5,4.922
MWI,2003,5.7,9.6,,-0.331,84.7,4.521
MWI,2004,5.4,11.4,,-0.363,74.7,4.895
MWI,2005,3.3,15.5,,-0.486,70.9,5.148
MWI,2006,4.7,13.9,,-0.697,17.9,5.63
MWI,2007,9.6,7.9,,-0.364,18.9,6.24
MWI,2008,7.6,8.7,,-0.803,23.5,7.492
MWI,2009,8.3,8.4,,-0.632,23.5,8.723
MWI,2010,6.9,7.4,,-0.597,19.3,9.796
MWI,2011,4.9,7.6,,-0.688,20.0,11.241
MWI,2012,1.9,21.3,,-0.584,28.6,8.421
MWI,2013,5.2,28.3,,-0.497,35.3,7.648
MWI,2014,5.7,23.8,,-0.596,33.5,8.526
MWI,2015,3.0,21.9,,-1.101,35.5,9.014
MWI,2016,2.3,21.7,,-1.013,37.1,7.733
MWI,2017,4.0,11.5,,-1.389,40.0,8.943
MWI,2018,4.4,9.2,,-1.19,40.8,9.882
MWI,2019,5.4,9.4,,-1.391,41.2,11.031
MWI,2020,1.0,8.6,,-1.638,53.9,11.847
MWI,2021,4.6,9.3,,-1.901,66.5,12.475
MWI,2022,0.9,20.8,,-2.208,75.7,12.531
MWI,2023,1.9,28.8,,-2.33,86.7,13.439
MWI,2024,1.8,32.2,,-2.583,87.6,11.797
MWI,2025,2.4,28.2,,-2.745,80.4,14.975
MWI,2026,2.7,24.1,,-2.925,78.3,17.855
MWI,2027,3.1,21.7,,-2.98,77.5,20.945
MWI,2028,3.3,17.4,,-3.012,77.2,24.176
MWI,2029,3.4,15.2,,-3.035,78.2,27.551
MWI,2030,3.4,14.6,,-3.166,78.8,31.325
MYS,1980,7.4,6.7,,-0.266,,26.757
MYS,1981,6.9,9.7,,-2.469,,27.321
MYS,1982,5.9,5.8,,-3.585,,29.278
MYS,1983,6.3,3.7,,-3.482,,32.745
MYS,1984,7.8,3.9,,-1.657,,37.087
MYS,1985,-0.9,2.6,6.9,-0.6,,34.09
MYS,1986,1.2,0.4,8.3,-0.101,,30.303
MYS,1987,5.4,0.7,8.2,2.575,,34.529
MYS,1988,9.9,0.3,8.1,1.867,,37.845
MYS,1989,9.1,2.6,6.7,0.315,,41.678
MYS,1990,9.0,3.0,5.1,-0.87,74.1,47.245
MYS,1991,9.5,4.3,4.3,-4.183,67.3,53.519
MYS,1992,8.9,4.8,3.7,-2.167,59.1,64.427
MYS,1993,9.9,3.5,3.0,-2.991,51.1,72.857
MYS,1994,9.2,3.7,2.9,-4.52,43.7,81.156
MYS,1995,9.8,3.5,3.1,-8.644,38.2,96.606
MYS,1996,10.0,3.5,2.5,-4.462,32.8,109.846
