country,year,GDP_Growth_Rate_pct,Inflation_Rate_pct,Unemployment_Rate_pct,Current_Account_Balance_USD_bn,Gross_Govt_Debt_pct_GDP,GDP_Current_Prices_USD_bn
AUS,2011,2.8,3.4,5.1,-45.151,24.0,1515.504
AUS,2012,3.8,1.7,5.2,-68.422,27.5,1570.139
AUS,2013,2.2,2.5,5.7,-51.498,30.5,1519.895
AUS,2014,2.6,2.5,6.1,-44.965,34.0,1456.939
AUS,2015,2.3,1.5,6.1,-58.171,37.7,1233.914
AUS,2016,2.7,1.3,5.7,-43.631,40.6,1262.645
AUS,2017,2.4,2.0,5.6,-39.178,41.2,1381.106
AUS,2018,2.8,1.9,5.3,-36.447,41.8,1417.158
AUS,2019,1.9,1.6,5.2,-0.327,46.7,1386.289
AUS,2020,-2.0,0.9,6.5,23.631,57.1,1362.665
AUS,2021,5.4,2.8,5.1,39.852,55.5,1655.838
AUS,2022,4.1,6.7,3.7,6.959,50.2,1725.433
AUS,2023,2.1,5.6,3.7,-4.003,49.6,1742.311
AUS,2024,1.0,3.2,4.0,-34.804,50.7,1795.492
AUS,2025,1.8,2.6,4.2,-33.833,51.0,1829.508
AUS,2026,2.1,3.0,4.3,-32.685,50.7,1948.227
AUS,2027,2.2,2.6,4.3,-38.02,50.5,2036.053
AUS,2028,2.2,2.5,4.3,-41.478,50.2,2132.013
AUS,2029,2.2,2.5,4.3,-44.001,49.8,2228.386
AUS,2030,2.3,2.5,4.3,-47.528,49.4,2335.258
AUT,1980,2.3,6.3,1.6,-3.865,,80.481
AUT,1981,-0.1,6.8,2.2,-3.042,,69.738
AUT,1982,1.9,5.4,3.1,0.703,,69.727
AUT,1983,2.8,3.3,3.7,0.276,,70.644
AUT,1984,0.3,5.7,3.8,-0.178,,66.64
AUT,1985,2.2,3.2,3.6,-0.158,,68.248
AUT,1986,2.3,1.7,3.1,0.204,,96.842
AUT,1987,1.7,1.4,3.8,-0.263,,121.104
AUT,1988,1.0,1.9,2.7,-0.242,57.7,132.86
AUT,1989,3.9,2.2,2.3,0.248,56.6,132.534
AUT,1990,4.3,2.8,2.7,1.166,56.2,165.953
AUT,1991,3.4,3.1,3.2,0.061,56.4,173.481
AUT,1992,2.1,3.4,3.3,-0.753,56.3,194.436
AUT,1993,0.5,3.2,4.0,-1.013,61.0,189.342
AUT,1994,2.4,2.7,3.9,-2.992,64.1,202.854
AUT,1995,2.7,1.6,4.2,-6.9,68.2,239.914
AUT,1996,2.4,1.8,4.7,-6.736,68.2,236.044
AUT,1997,2.1,1.2,4.8,-5.424,63.4,211.978
AUT,1998,3.5,0.8,4.7,-4.048,69.2,217.363
AUT,1999,3.8,0.5,4.1,-4.917,61.3,216.637
AUT,2000,3.2,2.0,3.9,-1.393,66.1,196.268
AUT,2001,1.3,2.3,4.0,-1.573,67.2,196.479
AUT,2002,1.5,1.7,4.4,4.504,67.4,212.687
AUT,2003,1.1,1.3,4.8,4.06,66.4,260.714
AUT,2004,2.6,2.0,5.9,6.255,65.9,299.075
AUT,2005,2.3,2.1,6.0,7.143,69.4,314.126
AUT,2006,3.3,1.7,5.6,11.08,68.2,333.924
AUT,2007,3.8,2.2,5.2,14.8,65.8,386.806
AUT,2008,1.5,3.2,4.4,19.397,69.5,429.187
AUT,2009,-3.6,0.4,5.7,10.42,80.8,398.857
AUT,2010,1.8,1.7,5.2,11.207,83.7,390.146
AUT,2011,2.9,3.5,4.9,7.038,83.4,428.879
AUT,2012,0.6,2.6,5.2,6.074,82.9,407.008
AUT,2013,-0.3,2.1,5.4,7.459,82.4,426.587
AUT,2014,0.8,1.5,6.1,10.515,85.2,438.669
AUT,2015,1.3,0.8,6.2,5.986,85.6,379.584
AUT,2016,2.1,1.0,6.5,10.132,83.4,393.579
AUT,2017,2.3,2.2,5.9,5.244,79.1,414.78
AUT,2018,2.5,2.1,5.2,3.83,74.6,452.787
AUT,2019,1.8,1.5,4.8,10.525,71.0,443.033
AUT,2020,-6.3,1.4,5.5,14.614,83.2,434.05
AUT,2021,4.8,2.8,6.2,8.34,82.4,480.786
AUT,2022,5.3,8.6,4.7,-4.07,78.4,472.145
AUT,2023,-1.0,7.7,5.1,6.863,78.5,511.833
AUT,2024,-1.0,2.9,5.2,12.622,80.8,523.956
AUT,2025,0.3,3.6,5.7,10.157,82.0,566.456
AUT,2026,0.8,2.3,5.6,13.033,83.0,604.198
AUT,2027,1.6,2.2,5.5,13.922,83.2,625.678
AUT,2028,1.3,2.1,5.4,15.636,83.6,646.073
AUT,2029,1.0,2.1,5.2,17.38,83.9,666.33
AUT,2030,0.7,2.1,5.3,18.022,84.3,685.248
AZE,1993,-23.1,1129.7,,-0.16,,1.309
AZE,1994,-19.7,1664.0,,-0.123,,2.258
AZE,1995,-13.0,411.8,,-0.318,19.2,2.417
AZE,1996,2.5,19.8,,-0.823,16.7,3.177
AZE,1997,8.9,3.7,,-0.916,11.4,4.317
AZE,1998,6.0,-0.8,,-1.364,14.3,4.28
AZE,1999,11.4,-8.5,,-0.6,25.4,4.581
AZE,2000,6.2,1.8,11.8,-0.187,13.1,5.273
AZE,2001,6.5,1.8,10.9,-0.052,13.0,5.475
AZE,2002,9.4,2.7,10.0,-0.768,11.9,6.232
AZE,2003,10.2,2.1,9.2,-2.021,10.7,7.276
AZE,2004,9.3,6.7,8.0,-2.589,9.7,8.682
AZE,2005,26.4,9.6,7.3,0.167,6.9,13.239
AZE,2006,34.5,8.3,6.6,3.708,5.3,20.983
AZE,2007,25.0,16.7,6.3,9.019,4.0,33.05
AZE,2008,10.8,20.8,5.9,16.454,3.2,48.852
AZE,2009,9.3,1.5,5.7,10.173,4.7,44.297
AZE,2010,5.0,5.7,5.6,15.04,5.0,52.909
AZE,2011,0.1,7.9,5.4,17.146,5.0,65.952
AZE,2012,2.2,1.1,5.2,14.916,5.8,69.684
AZE,2013,5.8,2.4,5.0,12.318,6.2,74.164
AZE,2014,2.8,1.4,4.9,10.431,8.5,75.235
AZE,2015,1.1,4.0,5.0,-0.222,18.0,52.997
AZE,2016,-3.1,12.4,5.0,-1.363,20.6,37.83
AZE,2017,0.2,12.9,5.0,1.685,22.5,41.375
AZE,2018,1.5,2.3,4.9,6.051,18.7,47.113
AZE,2019,2.5,2.6,5.0,4.365,17.7,48.174
AZE,2020,-4.2,2.8,7.2,-0.228,21.3,42.693
AZE,2021,5.6,6.7,6.0,8.292,26.3,54.825
AZE,2022,4.7,13.9,5.6,23.478,17.3,78.807
AZE,2023,1.4,8.8,5.5,8.329,21.8,72.428
AZE,2024,4.1,2.2,5.4,4.671,21.7,74.316
AZE,2025,3.0,5.7,5.3,3.259,22.4,76.39
AZE,2026,2.5,4.5,5.3,1.808,23.5,80.024
AZE,2027,2.5,4.0,5.2,0.517,23.9,84.547
AZE,2028,2.5,4.0,5.2,-0.179,23.9,89.615
AZE,2029,2.5,4.0,5.1,-0.586,24.5,95.052
AZE,2030,2.5,4.0,5.0,-0.759,24.9,100.823
BHR,1980,7.5,3.8,,0.184,,3.745
BHR,1981,2.8,11.4,,0.43,,4.228
BHR,1982,6.4,8.7,,0.426,,4.445
BHR,1983,7.0,3.2,,0.103,,4.554
BHR,1984,4.2,0.0,,0.218,,4.727
BHR,1985,-0.9,-2.4,,0.039,,4.46
BHR,1986,0.5,-2.5,,-0.069,,3.49
BHR,1987,-1.2,-1.7,,-0.201,,3.78
BHR,1988,6.0,0.2,,0.192,,4.672
BHR,1989,1.0,1.2,,-0.193,,4.873
BHR,1990,3.5,1.3,,0.07,7.2,5.176
BHR,1991,2.3,0.9,,-0.602,6.7,5.43
BHR,1992,7.1,-0.3,,-0.827,6.5,5.673
BHR,1993,7.6,2.6,,-0.338,5.9,6.241
BHR,1994,3.2,4.0,,-0.255,5.6,6.683
BHR,1995,1.9,3.1,,0.237,13.6,7.075
BHR,1996,3.2,-0.2,,0.26,13.1,7.357
BHR,1997,2.3,4.6,,-0.031,14.8,7.629
BHR,1998,4.8,-0.4,,-0.778,20.0,7.293
BHR,1999,6.0,-1.3,,-0.022,24.7,7.905
BHR,2000,7.0,-0.7,,0.846,24.7,9.448
BHR,2001,2.5,-1.2,,0.226,25.0,9.579
BHR,2002,3.3,-0.5,,-0.056,27.2,10.001
BHR,2003,6.3,1.7,,0.197,31.1,11.546
BHR,2004,7.0,2.2,,0.474,28.2,13.709
BHR,2005,6.8,2.6,,1.476,23.2,16.647
BHR,2006,6.5,2.0,,2.189,19.4,19.291
BHR,2007,8.3,3.3,5.6,2.908,15.7,22.653
BHR,2008,6.2,3.5,3.7,2.257,12.1,26.803
BHR,2009,2.5,2.8,4.0,0.56,20.5,23.913
BHR,2010,4.3,2.0,3.6,0.771,28.8,26.806
BHR,2011,1.9,-0.3,4.0,2.524,31.6,29.915
BHR,2012,3.8,2.8,3.7,2.578,34.8,31.963
BHR,2013,5.3,3.3,4.3,2.41,42.3,33.823
BHR,2014,4.3,2.6,3.8,1.523,42.6,34.773
BHR,2015,2.5,1.8,3.5,-0.752,63.2,32.523
BHR,2016,3.8,2.8,3.9,-1.493,77.4,33.885
BHR,2017,5.0,1.4,4.1,-1.45,84.0,37.205
BHR,2018,2.1,2.1,4.3,-2.435,90.4,39.568
BHR,2019,2.1,1.0,4.7,-0.794,97.1,40.447
BHR,2020,-5.9,-2.3,5.9,-3.245,125.7,35.838
BHR,2021,4.4,-0.6,5.9,2.602,122.3,40.84
BHR,2022,6.2,3.6,5.4,6.839,111.6,46.458
BHR,2023,3.9,0.1,6.3,2.699,123.0,46.192
BHR,2024,2.6,0.9,6.2,2.282,133.4,47.11
BHR,2025,2.9,0.3,,1.68,142.5,47.391
BHR,2026,3.3,0.8,,1.851,146.4,49.194
BHR,2027,3.3,1.3,,1.924,149.8,51.339
BHR,2028,3.1,1.8,,1.871,152.7,53.799
BHR,2029,3.2,2.0,,1.769,155.0,56.505
BHR,2030,3.2,2.0,,1.615,157.3,59.377
BGD,1981,3.8,14.9,,-0.468,,26.355
BGD,1982,2.4,13.7,,-0.675,,24.678
BGD,1983,4.0,11.1,,-0.531,,23.904
BGD,1984,5.2,10.0,,-0.512,,26.817
BGD,1985,3.2,10.4,,-0.685,,28.819
BGD,1986,4.2,10.3,,-0.664,,29.639
BGD,1987,3.7,10.5,,-0.538,,32.449
BGD,1988,2.2,10.2,,-0.833,,34.914
BGD,1989,2.6,9.2,,-1.217,,38.07
BGD,1990,5.9,9.7,,-1.104,,41.068
BGD,1991,3.3,9.3,,-0.646,,42.488
BGD,1992,5.0,5.9,,-0.236,,43.292
BGD,1993,4.6,3.3,,-0.129,,43.684
BGD,1994,4.1,4.6,,-0.227,,46.438
BGD,1995,4.9,8.9,,-0.616,,51.842
BGD,1996,4.6,6.8,,-0.953,,55.445
BGD,1997,4.5,2.7,,-0.831,,57.599
BGD,1998,5.2,6.7,,-0.568,,59.879
BGD,1999,4.7,8.9,,-0.35,,61.526
BGD,2000,5.3,3.6,,-0.337,,61.687
BGD,2001,5.1,1.8,,-1.018,,62.537
BGD,2002,3.8,2.4,,0.157,,65.036
BGD,2003,4.7,3.9,,0.176,37.0,71.755
BGD,2004,5.2,8.1,,0.176,36.6,77.152
BGD,2005,6.5,6.5,,-0.557,35.6,79.53
BGD,2006,6.7,7.2,,0.572,35.3,86.028
BGD,2007,7.1,7.2,,0.957,35.0,95.374
BGD,2008,6.0,9.9,,0.278,33.9,109.765
BGD,2009,5.0,6.7,,2.086,33.0,122.76
BGD,2010,5.6,7.3,,3.24,29.6,138.094
BGD,2011,6.5,8.8,,-2.227,29.4,154.097
BGD,2012,6.5,8.9,,-0.447,29.1,159.749
BGD,2013,6.0,6.8,,2.388,28.3,179.676
BGD,2014,6.1,7.3,,1.406,28.7,207.102
BGD,2015,6.6,6.4,,2.875,28.2,233.687
BGD,2016,7.1,5.9,,4.262,27.7,265.236
BGD,2017,6.6,5.4,,-1.331,28.3,293.755
BGD,2018,7.3,5.8,,-9.567,29.6,321.379
BGD,2019,7.9,5.5,,-4.49,32.0,351.238
BGD,2020,3.4,5.6,,-5.435,34.5,373.902
BGD,2021,6.9,5.6,,-4.575,35.6,416.265
BGD,2022,7.1,6.1,,-18.196,37.9,460.201
BGD,2023,5.8,9.0,,-11.633,39.7,451.534
BGD,2024,4.2,9.7,,-6.512,41.0,450.461
BGD,2025,3.8,10.0,,0.149,40.3,475.011
BGD,2026,4.9,8.7,,-4.573,40.2,519.288
BGD,2027,5.7,5.5,,-6.654,41.2,550.283
BGD,2028,5.8,5.2,,-10.041,42.5,596.228
BGD,2029,6.7,5.5,,-12.206,43.4,652.936
BGD,2030,6.5,5.5,,-14.216,44.2,716.74
BRB,1980,4.4,18.5,,-0.027,,1.048
BRB,1981,-1.9,14.6,10.8,-0.126,,1.154
BRB,1982,-4.9,10.3,13.6,-0.042,,1.205
BRB,1983,0.5,5.3,14.9,-0.052,,1.28
BRB,1984,3.6,4.6,17.0,0.011,,1.395
BRB,1985,1.1,4.9,18.6,0.005,,1.46
BRB,1986,5.1,0.2,17.7,-0.016,,1.603
BRB,1987,2.6,3.6,17.9,-0.054,,1.765
BRB,1988,3.5,4.7,17.1,0.002,,1.877
BRB,1989,3.6,6.3,15.2,-0.003,,2.077
BRB,1990,-3.3,3.0,14.9,-0.038,,2.084
BRB,1991,-3.9,6.3,17.2,-0.024,,2.092
BRB,1992,-5.7,6.0,22.9,0.145,,2.015
BRB,1993,0.8,1.2,24.4,0.069,,2.136
BRB,1994,2.0,0.7,21.8,0.14,54.3,2.227
BRB,1995,2.0,2.8,19.6,0.058,54.9,2.348
BRB,1996,4.0,2.4,15.8,0.089,55.3,2.515
BRB,1997,4.7,7.7,14.6,-0.035,54.9,2.667
BRB,1998,3.7,-1.3,12.2,-0.086,49.9,3.057
BRB,1999,0.3,1.6,10.4,-0.136,49.7,3.21
BRB,2000,4.5,2.4,9.4,-0.112,56.6,3.312
BRB,2001,-2.4,2.8,9.9,-0.114,62.3,3.306
BRB,2002,0.8,0.2,10.3,-0.162,65.5,3.364
BRB,2003,2.2,1.6,11.0,-0.119,65.3,3.479
BRB,2004,1.4,1.4,9.6,-0.361,64.5,3.754
BRB,2005,4.0,6.1,9.1,-0.401,66.3,4.213
BRB,2006,5.7,7.3,8.7,-0.442,67.7,4.702
BRB,2007,2.3,4.0,7.4,-0.226,68.6,5.273
BRB,2008,0.7,8.1,8.1,-0.461,73.8,5.401
BRB,2009,-4.8,3.6,10.0,-0.269,88.2,5.064
BRB,2010,-2.2,5.8,10.3,-0.209,95.3,5.138
BRB,2011,-0.7,9.4,11.2,-0.55,99.0,5.302
BRB,2012,-0.4,4.5,11.5,-0.391,108.8,5.233
BRB,2013,-1.1,1.8,11.6,-0.391,118.4,5.338
BRB,2014,0.2,1.8,12.3,-0.433,122.4,5.366
BRB,2015,-0.8,-1.1,11.3,-0.289,131.6,5.288
BRB,2016,1.8,1.5,9.7,-0.206,135.3,5.331
BRB,2017,0.1,4.4,10.0,-0.189,142.8,5.517
BRB,2018,-1.2,3.0,10.1,-0.201,114.2,5.63
BRB,2019,0.7,1.7,10.1,-0.093,107.6,5.788
BRB,2020,-15.1,0.6,15.7,-0.258,138.2,5.168
BRB,2021,-0.3,1.5,14.1,-0.541,121.6,5.275
BRB,2022,17.8,4.4,8.2,-0.619,113.7,6.257
BRB,2023,4.1,3.2,8.2,-0.59,111.5,6.721
BRB,2024,4.0,1.4,7.9,-0.32,104.8,7.169
BRB,2025,2.7,2.3,7.9,-0.475,99.8,7.559
BRB,2026,2.1,2.5,7.8,-0.456,94.6,7.944
BRB,2027,2.0,2.4,7.8,-0.457,89.5,8.344
BRB,2028,2.0,2.4,7.9,-0.469,84.7,8.758
BRB,2029,2.0,2.4,7.8,-0.479,80.2,9.195
BRB,2030,2.0,2.4,7.8,-0.484,75.9,9.656
BLR,1993,-7.6,1190.3,6.3,-0.435,,11.408
BLR,1994,-11.7,2220.9,6.9,-0.444,,15.687
BLR,1995,-11.1,709.3,7.7,-0.458,,10.532
BLR,1996,2.8,52.7,8.8,-0.516,,14.494
BLR,1997,11.4,63.8,7.6,-0.859,,14.091
BLR,1998,8.4,73.0,7.2,-1.017,,15.215
BLR,1999,3.4,293.7,6.9,-0.194,,12.133
BLR,2000,5.8,168.6,7.0,-0.459,,10.785
BLR,2001,4.7,61.1,7.1,-0.529,,12.778
BLR,2002,5.1,42.6,7.5,-0.326,,15.092
BLR,2003,7.1,28.4,7.9,-0.456,,18.42
BLR,2004,11.5,18.1,7.3,-1.192,9.2,23.928
BLR,2005,9.5,10.3,6.6,0.459,8.1,31.239
BLR,2006,10.0,7.0,6.3,-1.388,12.3,38.219
BLR,2007,8.6,8.4,6.0,-3.013,15.8,46.815
BLR,2008,10.2,14.8,5.8,-4.959,20.3,62.798
BLR,2009,0.2,13.0,5.8,-6.133,32.5,50.855
BLR,2010,7.8,7.7,5.7,-8.28,36.8,57.22
BLR,2011,5.2,53.2,5.6,-5.053,58.2,61.368
BLR,2012,1.6,59.2,5.5,-1.862,36.9,65.669
BLR,2013,0.9,18.3,5.4,-7.567,36.9,75.496
BLR,2014,2.5,18.1,5.4,-5.228,38.8,78.736
BLR,2015,-3.8,13.5,5.8,-1.831,53.0,56.329
BLR,2016,-2.5,11.8,5.9,-1.612,53.5,47.703
BLR,2017,2.5,6.0,5.7,-0.952,53.2,54.723
BLR,2018,3.1,4.9,4.8,0.023,47.5,60.011
BLR,2019,1.4,5.6,4.2,-1.246,41.0,64.414
BLR,2020,-0.7,5.5,4.1,-0.178,47.5,61.312
BLR,2021,2.3,9.5,3.9,2.157,41.2,68.207
BLR,2022,-4.5,15.2,3.6,2.516,40.8,73.735
BLR,2023,4.1,5.0,3.5,-1.297,40.7,71.792
BLR,2024,4.0,5.7,3.0,-2.428,39.9,76.208
BLR,2025,2.1,7.0,2.9,-1.532,35.8,85.739
BLR,2026,1.4,7.5,2.9,-2.795,36.7,90.556
BLR,2027,1.6,6.4,2.9,-2.729,35.2,94.681
BLR,2028,1.2,5.8,2.9,-2.555,34.3,99.486
BLR,2029,0.8,5.5,2.9,-2.656,33.7,103.864
BLR,2030,0.8,5.2,2.9,-2.756,33.1,108.074
BEL,1980,4.4,6.7,8.3,-4.938,76.8,123.479
BEL,1981,-0.3,7.6,10.0,-4.186,89.7,102.245
BEL,1982,0.6,8.7,11.5,-2.607,99.6,89.959
BEL,1983,0.3,7.7,10.7,-0.497,110.3,85.037
BEL,1984,2.5,6.3,10.8,-0.055,114.6,81.237
BEL,1985,1.7,4.9,10.1,0.675,119.4,84.468
BEL,1986,1.8,1.3,10.1,3.069,124.7,117.063
BEL,1987,2.3,1.6,9.8,2.801,129.2,145.412
BEL,1988,4.7,1.2,8.8,3.599,129.7,158.098
BEL,1989,3.5,3.1,7.4,3.604,126.4,159.817
BEL,1990,3.1,3.5,6.6,3.637,130.3,200.15
BEL,1991,1.8,3.2,6.5,4.763,131.8,205.37
BEL,1992,1.5,2.3,7.1,6.664,134.7,228.733
BEL,1993,-1.0,2.5,8.6,11.251,138.9,218.721
BEL,1994,3.2,2.4,9.8,12.6,137.1,238.623
BEL,1995,2.4,1.3,9.7,15.391,131.3,288.302
BEL,1996,1.3,1.8,9.6,13.836,129.0,279.292
BEL,1997,3.8,1.5,9.2,13.842,124.3,253.022
BEL,1998,2.0,0.9,9.3,13.255,119.2,258.876
BEL,1999,3.5,1.1,8.4,20.07,115.4,258.503
BEL,2000,3.7,2.7,6.9,9.393,109.6,236.897
BEL,2001,1.1,2.4,6.6,7.896,108.2,236.748
BEL,2002,1.7,1.6,7.5,11.622,105.4,258.2
BEL,2003,1.0,1.5,8.2,10.806,101.7,318.004
BEL,2004,3.6,1.9,8.4,11.434,97.2,369.047
BEL,2005,2.3,2.5,8.5,7.701,95.1,385.927
BEL,2006,2.6,2.3,8.3,7.554,91.5,408.281
BEL,2007,3.7,1.8,7.5,7.044,87.3,470.978
BEL,2008,0.4,4.5,7.0,-5.203,93.2,517.271
BEL,2009,-1.9,0.0,8.0,8.0,99.9,484.488
BEL,2010,2.7,2.3,8.4,7.824,100.2,481.949
BEL,2011,1.9,3.3,7.2,-10.15,102.7,527.106
BEL,2012,0.2,2.6,7.6,-0.404,104.3,498.731
BEL,2013,0.3,1.3,8.6,4.982,105.0,524.106
BEL,2014,1.8,0.5,8.7,4.133,106.6,538.127
BEL,2015,1.5,0.6,8.7,6.395,105.6,461.091
BEL,2016,1.2,1.8,7.8,2.625,105.5,474.141
BEL,2017,1.5,2.2,7.1,3.51,102.5,500.733
BEL,2018,1.9,2.3,6.0,-4.968,100.1,542.885
BEL,2019,2.4,1.3,5.4,0.664,97.6,536.787
BEL,2020,-4.8,0.4,5.6,4.693,111.2,529.269
BEL,2021,6.2,3.2,6.3,10.981,108.5,598.92
BEL,2022,4.3,10.3,5.6,-7.802,102.7,594.081
BEL,2023,1.2,2.3,5.5,-4.436,103.2,644.84
BEL,2024,1.0,4.3,5.7,-5.672,104.7,664.365
BEL,2025,1.1,2.6,6.1,-6.52,107.5,716.98
BEL,2026,1.0,1.3,6.2,-7.067,110.6,761.174
BEL,2027,1.3,1.9,6.1,-7.285,113.3,780.384
BEL,2028,1.2,2.0,6.0,-4.796,116.3,802.019
BEL,2029,1.3,1.9,5.9,-3.004,119.5,824.347
BEL,2030,1.3,1.9,5.8,-1.594,122.6,849.306
BLZ,1980,5.0,7.1,,-0.004,,0.229
BLZ,1981,0.2,11.2,,-0.005,,0.238
BLZ,1982,-7.6,6.8,,-0.017,,0.238
BLZ,1983,6.1,5.0,,-0.012,,0.251
BLZ,1984,11.3,3.4,,-0.005,,0.28
BLZ,1985,-1.4,4.2,,0.009,,0.278
BLZ,1986,7.3,0.8,,0.012,,0.302
BLZ,1987,22.0,2.0,,0.009,,0.354
BLZ,1988,10.9,5.3,,-0.003,,0.418
BLZ,1989,15.5,0.0,,-0.019,,0.482
BLZ,1990,11.2,2.0,15.0,0.015,,0.547
BLZ,1991,11.8,2.3,14.0,-0.026,,0.597
BLZ,1992,12.7,2.4,12.0,-0.029,,0.696
BLZ,1993,6.1,1.5,10.0,-0.049,,0.752
BLZ,1994,0.0,2.6,9.0,-0.04,,0.772
BLZ,1995,0.7,2.9,12.5,-0.017,,0.819
BLZ,1996,1.1,6.4,13.8,-0.007,,0.85
BLZ,1997,4.2,1.0,12.7,-0.032,,0.873
BLZ,1998,3.9,-0.8,14.3,-0.041,,0.929
BLZ,1999,9.4,-1.2,12.8,-0.062,,1.0
BLZ,2000,12.2,0.6,11.4,-0.162,,1.138
BLZ,2001,5.0,1.1,11.4,-0.19,49.5,1.172
BLZ,2002,5.4,2.2,10.0,-0.165,53.2,1.244
BLZ,2003,9.7,2.6,12.9,-0.184,67.2,1.308
BLZ,2004,4.8,3.1,11.6,-0.155,70.7,1.4
BLZ,2005,2.2,3.7,11.0,-0.151,72.7,1.474
BLZ,2006,4.5,4.2,9.4,-0.025,71.4,1.59
BLZ,2007,3.3,2.3,10.3,-0.052,66.4,1.706
BLZ,2008,-1.6,6.4,8.2,-0.145,64.7,1.738
BLZ,2009,-0.4,-1.1,12.8,-0.083,69.7,1.688
BLZ,2010,1.4,0.9,18.5,-0.046,68.4,1.749
BLZ,2011,-0.1,1.7,16.7,-0.02,66.2,1.832
BLZ,2012,3.9,1.2,15.3,-0.033,63.1,1.917
BLZ,2013,4.1,0.5,12.9,-0.073,62.8,2.035
BLZ,2014,3.9,1.2,11.6,-0.136,61.5,2.138
BLZ,2015,2.8,-0.9,10.1,-0.175,65.1,2.193
BLZ,2016,0.0,0.7,9.5,-0.163,70.5,2.24
BLZ,2017,-1.8,1.1,9.3,-0.158,78.1,2.266
BLZ,2018,0.8,0.3,9.4,-0.151,79.0,2.286
BLZ,2019,4.3,0.2,9.0,-0.185,78.6,2.381
BLZ,2020,-13.5,0.1,13.8,-0.128,103.0,2.047
BLZ,2021,18.0,3.2,10.3,-0.158,82.2,2.429
BLZ,2022,9.3,6.3,6.1,-0.236,66.8,2.847
BLZ,2023,0.5,4.4,3.3,-0.02,67.5,3.052
BLZ,2024,3.5,3.3,2.6,-0.052,65.4,3.204
BLZ,2025,1.5,1.4,2.6,-0.057,64.7,3.297
BLZ,2026,2.4,1.9,2.6,-0.055,63.5,3.442
BLZ,2027,2.2,1.3,2.6,-0.056,63.2,3.561
BLZ,2028,2.1,1.3,2.6,-0.055,62.8,3.681
BLZ,2029,2.0,1.3,2.6,-0.055,62.4,3.802
BLZ,2030,2.0,1.3,2.6,-0.054,62.0,3.926
BEN,1980,9.3,9.6,,-0.108,,2.302
BEN,1981,1.9,0.8,,-0.264,,1.557
BEN,1982,1.7,4.1,,-0.322,,1.542
BEN,1983,-2.0,-6.1,,-0.159,,1.365
BEN,1984,0.4,10.3,,-0.053,,1.456
BEN,1985,4.3,1.2,,-0.041,,1.58
BEN,1986,2.7,0.4,,-0.055,,2.036
BEN,1987,-2.1,-1.3,,-0.037,,2.43
BEN,1988,3.4,3.4,,-0.114,,2.552
BEN,1989,-2.8,-0.2,,-0.015,,2.37
BEN,1990,9.0,1.1,,-0.02,,2.89
BEN,1991,4.2,2.1,,-0.235,,2.954
BEN,1992,3.0,5.9,,-0.078,,3.284
BEN,1993,5.8,0.4,,-0.06,,3.199
BEN,1994,2.0,38.5,,0.011,,2.227
BEN,1995,6.0,14.5,,-0.169,,2.993
BEN,1996,4.3,4.9,,-0.041,,3.251
BEN,1997,5.7,3.8,,-0.155,,3.124
BEN,1998,4.0,5.8,,-0.133,53.6,3.362
BEN,1999,4.4,0.3,,-0.156,39.4,3.681
BEN,2000,5.9,4.2,,-0.081,39.6,3.522
BEN,2001,5.3,4.0,,-0.075,38.0,3.666
BEN,2002,4.6,2.4,,-0.157,30.8,4.191
BEN,2003,3.4,1.5,,-0.332,23.4,5.348
BEN,2004,4.4,0.9,,-0.289,21.5,6.187
BEN,2005,1.7,5.4,,-0.226,27.0,6.571
BEN,2006,3.9,3.8,,-0.217,8.4,7.034
BEN,2007,6.0,1.3,,-0.535,14.3,8.17
BEN,2008,4.9,7.4,,-0.538,18.3,9.787
BEN,2009,2.3,0.9,,-0.651,18.7,9.728
BEN,2010,2.1,2.1,,-0.531,21.0,9.543
BEN,2011,3.0,2.7,,-0.517,21.9,10.691
BEN,2012,4.8,6.7,,-0.577,19.5,11.148
BEN,2013,7.2,0.4,,-0.673,18.5,12.518
BEN,2014,6.4,-0.6,,-0.886,22.3,13.288
BEN,2015,1.8,0.2,,-0.679,30.9,11.389
BEN,2016,3.3,-0.8,,-0.354,35.9,11.818
BEN,2017,5.6,1.8,,-0.531,39.4,12.766
BEN,2018,6.6,0.8,,-0.649,40.8,14.346
BEN,2019,7.1,-0.9,,-0.576,40.4,14.697
BEN,2020,3.8,3.0,,-0.274,46.1,15.674
BEN,2021,7.2,1.7,,-0.735,50.3,17.699
BEN,2022,6.3,1.4,,-0.992,54.2,17.439
BEN,2023,6.4,2.7,,-1.609,54.9,19.679
BEN,2024,7.5,1.2,,-1.419,53.4,21.487
BEN,2025,7.0,2.1,,-1.353,50.7,24.402
BEN,2026,6.7,2.0,,-1.366,49.6,27.453
BEN,2027,6.6,2.0,,-1.399,48.7,29.78
BEN,2028,6.5,2.0,,-1.463,47.9,32.298
BEN,2029,6.0,2.0,,-1.499,47.3,34.897
BEN,2030,6.0,2.0,,-1.591,46.8,37.733
BTN,1980,5.0,12.5,,0.014,,0.132
BTN,1981,13.6,5.0,,0.005,,0.143
BTN,1982,8.2,9.9,,-0.071,,0.15
BTN,1983,7.3,12.1,,-0.079,,0.162
BTN,1984,7.6,13.0,,-0.094,,0.168
BTN,1985,4.3,8.0,,-0.078,,0.174
BTN,1986,8.0,5.2,,-0.093,,0.197
BTN,1987,20.2,7.0,,-0.083,,0.238
